tank,sample_date,week_number,temp,wattage,metacommunity,dispersal,ln_GPP_umol_L_h,benthic_chla_g_L,periphyton_chla_g_L,phytoplankton_chla_g_L,cyanobacteria_ugL,cryptophytes_ugL,diatoms_ugL,chlorophytes_ugL,total_fluoro_g_chla_L,total_fluoro_ug_C_L,ln_fluoro_ug_C_L,zoop_raw_g_L,ln_zoop_ug_L,volume,temp_K,inv_kT,inv_kTc,flowcam_particles_mL,diameter_mean,diameter_min,diameter_max,diameter_stdev,volume_mean,volume_min,volume_max,volume_stdev,carbon_g,X0.5um,X5.10um,X10.15um,X15.20um,X20.25um,X25.30um,X30.35um,X35.40um,X0_5um,X5_10um,X10_15um,X15_20um,X20_25um,X25_30um,X30_35um,X35_40um,prop_inedible,totalN,size_NMDS1,size_NMDS2,comp_NMDS1,comp_NMDS2
36,8/22/18,10,23.985,200,9,none,2.571021325,0.010146105,0.000685359,0.0002308,0.790666667,0.022666667,0.615333333,17.19866667,1.78e-05,931.3666669,2.969120691,0.0023,6.942156706,598.2268837,297.135,39.04261724,-0.080642182,11345,3.99,1.34,20.14,3.88,83.7,0.7,4275.9,522.3,3.62e-06,91,6.9,0,0,2.1,0,0,0,8566.74,649.566,0,0,197.694,0,0,0,0,2.873591763,-0.396631857,-0.073696253,NA,NA
37,8/22/18,10,24.24756944,200,10,high,2.64166081,0.015557842,0.001076046,0.0002288,1.498,0.375333333,0,24.53933333,2.81e-05,1320.633333,3.120782255,0.0024,6.98471632,537.1519663,297.3975694,39.00814689,-0.046171832,17682,4.37,1.38,19.48,2.75,77.9,0.8,3868.1,319.7,4.76e-06,69,24.3,4.4,0.9,0.4,0.4,0,0,9004.5,3171.15,574.2,117.45,52.2,52.2,0,0,5220,0.8827166,0.012691723,0.035530331,NA,NA
38,8/22/18,10,25.16923611,300,10,high,2.829947745,0.008553727,0.000280875,0.00019,5.050666667,0.108,0,23.336,2.5e-05,1424.733333,3.153733585,0.0021,6.851184927,455.7187431,298.3192361,38.88763,0.074345065,73602,3.82,2.4,18.9,1.68,35.2,0.8,3533.6,213.5,3.18e-06,83.3,15.5,0.6,0.3,0.2,0,0,0,10330.033,1922.155,74.406,37.203,24.802,0,0,0,0,1.529639495,-0.170418865,-0.06750664,NA,NA
39,8/22/18,10,23.26770833,100,10,high,2.702582773,0.011112094,0.000341809,0.0001926,3.33,0.025333333,0,28.20933333,2.38e-05,1578.233333,3.198171212,0.0023,6.942156706,588.0477308,296.4177083,39.13709521,-0.175120154,76924,2.86,1.33,20.8,1.87,39.8,0.6,4709.2,314,1.33e-06,87.2,11.8,0.2,0,0.4,0.2,0,0,13063.432,1767.758,29.962,0,59.924,29.962,0,0,2996.2,2.888775367,-0.260634213,-0.092656398,NA,NA
40,8/22/18,10,22.00611111,0,10,high,2.463616881,0.006913537,0.000497697,0.0002172,0.274666667,1.013333333,0,17.96466667,1.72e-05,962.6333335,2.983460896,6e-04,5.598421959,638.9434952,295.1561111,39.30438042,-0.342405359,26827,4,1.14,25.66,2.78,100.2,0.8,8843.5,647.4,3.65e-06,74,23,1.5,0.3,0.6,0.3,0,0.3,7083.28,2201.56,143.58,28.716,57.432,28.716,0,28.716,5743.2,1.667708853,-0.058327607,-0.022474115,NA,NA
41,8/22/18,10,21.301875,0,11,none,2.457514849,0.007762815,0.000187352,0.000217,0.02,0.230666667,2.374666667,17.80733333,2.32e-05,1021.633333,3.009295054,3e-04,4.905274778,757.9332805,294.451875,39.39838411,-0.436409053,6720,4.48,1.27,28.12,4.88,341.5,0.8,11646.9,1493.9,5.13e-06,77.9,15.1,1.2,0,2.3,2.3,0,1.2,8210.66,1591.54,126.48,0,242.42,242.42,0,126.48,36890,3.695492258,-0.21976744,0.195583144,NA,NA
42,8/22/18,10,22.75944444,100,11,none,2.478306433,0.012666017,0.000115816,0.000361,0.528666667,0.234666667,0,20.10733333,1.91e-05,1043.533333,3.018506326,7e-04,5.752572639,638.9434952,295.9094444,39.20431839,-0.242343329,21281,2.82,1.54,21.57,2.17,38.8,0.6,5255.4,374.3,1.28e-06,95.2,3.3,0.4,0,0.7,0,0,0,10174.024,352.671,42.748,0,74.809,0,0,0,0,2.033625422,-0.408261343,-0.106617941,NA,NA
43,8/22/18,10,25.35048611,300,11,none,2.611001661,0.012985678,0.000581839,0.0001888,0.746666667,0.434666667,0,4.782666667,7.26e-06,298.2000001,2.474507639,0.0029,7.17395832,476.0770489,298.5004861,38.86401736,0.0979577,3985,4.56,2.07,10.46,2.48,50.1,0.8,598.4,117.5,5.41e-06,78.4,17.7,3.9,0,0,0,0,0,2003.904,452.412,99.684,0,0,0,0,0,0,2.430961263,-0.097116743,-0.10739918,NA,NA
44,8/22/18,10,24.09958333,200,11,none,2.39131097,0.014649183,0.000648211,4.78e-05,0.621333333,0.407333333,0.14,0.664,2e-06,91.6333333,1.962053485,0.0025,7.025538315,465.897896,297.2495833,39.02756715,-0.065592091,19475,2.65,1.15,21.5,1.86,29.3,0.8,5202.5,329.6,1.06e-06,90.8,8.8,0,0,0,0.4,0,0,389.532,37.752,0,0,0,1.716,0,0,171.6,3.084494852,-0.363673986,-0.15301831,NA,NA
45,8/22/18,10,23.0025,100,12,low,2.416993231,0.013540868,0.001173813,8.74e-05,0.216666667,0.648666667,0.199333333,8.656,6.59e-06,486.0333334,2.686666055,0.0017,6.639875834,638.9434952,296.1525,39.17214298,-0.210167921,7423,4.74,2.68,18.39,6.04,71.4,0.8,3254.67,342.9,6.08e-06,74.7,22.1,2.1,0,1.1,0,0,0,3514.635,1039.805,98.805,0,51.755,0,0,0,0,1.864513215,-0.058268506,-0.054918274,NA,NA
46,8/22/18,10,23.91805556,200,12,low,2.901184499,0.004310978,0.000236866,0.000143,7.998666667,1.06,0,14.066,2.32e-05,1156.233333,3.063045486,0.0021,6.851184927,506.6145076,297.0680556,39.05141552,-0.089440456,25277,6.4,2,21.9,6.31,59.2,0.8,5498.87,395.3,1.5e-05,87.5,9.7,1.9,0.3,0.3,0.3,0,0,6573,728.664,142.728,22.536,22.536,22.536,0,0,2253.6,3.973203369,-0.220503173,-0.002903853,NA,NA
47,8/22/18,10,21.93097222,0,12,low,2.203402123,0.008201115,0.000260424,0.0001468,0.033333333,1.117333333,0,14.13533333,9.4e-06,764.2999998,2.883263859,0.0011,6.204557763,679.6601068,295.0809722,39.31438882,-0.352413756,10953,5.64,1.17,20.98,4.79,225.8,0.8,4833.1,694.1,1.02e-05,73.6,12.1,5.7,2.9,5,0.7,0,0,5547.232,911.977,429.609,218.573,376.85,52.759,0,0,5275.9,1.581740759,-0.080355038,0.227116696,NA,NA
48,8/22/18,10,25.20486111,300,12,low,2.666604045,0.02398013,0.000669428,0.000261,0.459333333,1.294666667,0,11.07133333,1.68e-05,641.2666665,2.807038666,0.0024,6.98471632,404.8229786,298.3548611,38.88298663,0.078988435,36706,4.41,2.36,19.09,6.38,33.7,0.8,3641.8,219.3,4.89e-06,82.7,16.2,0.4,0.2,0.4,0,0,0,4899.975,959.85,23.7,11.85,23.7,0,0,0,0,2.195247911,-0.168722382,-0.073809846,NA,NA
1,9/5/18,12,20.64375,100,1,high,2.617527686,0.017610817,5.74e-05,0.0003686,2.73,0.08,0,29.29,3.21e-05,1605,3.205475037,0.00052,5.455321115,435.3604373,293.79375,39.48664011,-0.524665054,52404,4.79,1.12,21.32,2.7,79.59,0.6,5071.03,315.6,6.27e-06,66.9,29.8,2.4,0.2,0.8,0,0,0,10412.316,4638.072,373.536,31.128,124.512,0,0,0,0,1.376766471,0.030740687,-0.04093808,-0.628984486,-0.544339555
2,9/5/18,12,21.61208333,200,1,high,2.760268902,0.011833455,0.000539727,0.000528,0,0.84,0,64.04,6.49e-05,3244,3.511080846,0.00046,5.332718793,394.6438257,294.7620833,39.35692116,-0.394946098,78127,4.79,1.12,21.32,2.7,172.77,0.8,5888.1,577.8,6.27e-06,35.5,58,4.4,0.5,1.5,0.1,0,0,12085.62,19745.52,1497.936,170.22,510.66,34.044,0,0,3404.4,0.443208169,0.336976287,-0.021064227,-0.50973319,-0.166448667
3,9/5/18,12,19.55416667,0,1,high,2.394646103,0.013624457,0.00021285,0.0002934,0.85,0.49,0,19.16,2.05e-05,1025,3.010723865,0.00093,6.03667689,394.6438257,292.7041667,39.63362806,-0.671653002,27411,3.95,1.2,22.15,6.82,50.8,0.8,3659.9,269.7,3.52e-06,80.5,17.5,1.4,0,0.6,0,0,0,8206.17,1783.95,142.716,0,61.164,0,0,0,0,0.751901362,-0.132919767,-0.070673918,-0.0015757,-0.455959258
4,9/5/18,12,22.52055556,300,1,high,2.704602113,0.025227009,0.000261896,0.0002306,0.12,1.04,0,40.11,4.13e-05,2063.5,3.314604473,0.00216,6.879355804,679.6601068,295.6705556,39.23599376,-0.274018704,103684,4.41,1.32,22.14,2.22,78.4,0.8,5679.44,331.11,4.89e-06,60.6,36.7,1.6,0.5,0.6,0,0,0,12930.828,7831.046,341.408,106.69,128.028,0,0,0,0,1.392090436,0.087564401,-0.06094128,-0.421041614,-0.525490161
5,9/5/18,12,21.62368056,200,2,none,2.603227846,0.013594201,0.000600743,0.0001496,0.22,1.42,0,27.89,2.95e-05,1476.5,3.169233451,0.00047,5.354224998,476.0770489,294.7736806,39.35537275,-0.393397686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.653077157,NA,NA,NA,NA
6,9/5/18,12,22.47118056,300,2,none,2.482549819,0.016318589,0.000357495,9.4e-05,0,0,2.36,24.65,2.7e-05,1350.5,3.130494589,0.00091,6.014936903,425.1812844,295.6211806,39.24254701,-0.280571946,13201,4.06,2.56,19.16,2.19,69.3,0.8,3683.26,362.6,3.82e-06,84,11.8,2.4,1.2,0.6,0,0,0,11893.56,1670.762,339.816,169.908,84.954,0,0,0,0,1.88206595,-0.161874564,0.02492523,0.200793801,0.290685953
7,9/5/18,12,20.7275,100,2,none,2.66594678,0.011767752,5.71e-05,0.0005112,0,0.71,0,10,1.07e-05,535.5,2.728759475,0.00059,5.581614841,577.8685779,293.8775,39.47538711,-0.513412046,75303,4.49,0.86,19.7,2.67,89.5,0.8,4002.41,259,5.17e-06,55.2,38.1,5.6,0.7,0.3,0,0,0,2944.368,2032.254,298.704,37.338,16.002,0,0,0,0,2.262470025,0.158059383,-0.030604505,-0.695425333,-0.40386517
8,9/5/18,12,20.22166667,0,2,none,2.405687967,0.013532872,0.000149648,8.38e-05,0.04,0.72,0,8.52,9.28e-06,464,2.666517981,0.00207,6.83679619,588.0477308,293.3716667,39.54345082,-0.581475764,60166,2.64,1.09,19.8,6.36,27.4,0.8,4066.8,183.5,1.05e-06,89.5,9,1,0.4,0.1,0,0,0,4070.46,409.32,45.48,18.192,4.548,0,0,0,0,0.309511766,-0.254048303,-0.058391913,-0.287167516,-0.148502134
9,9/5/18,12,19.75534722,0,3,low,2.28438013,0.018579472,7.02e-05,7.72e-05,0.79,0,0,52.6,5.34e-05,2669.5,3.426429925,9e-04,6.003887067,669.4809539,292.9053472,39.60640591,-0.644430846,9755,3.65,1.42,26.43,3.75,184.1,0.8,9665.33,987,2.77e-06,80,12.8,3.2,0.8,1.6,0,0.8,0,22353.6,3576.576,894.144,223.536,447.072,0,223.536,0,22353.6,0.519372291,-0.150552091,0.107216247,0.054717172,-0.371928256
10,9/5/18,12,20.70416667,100,3,low,2.432685893,0.034821145,0.000228985,0.0002036,0.62,0,0.83,4.14,5.59e-06,279.5,2.446381812,0.00059,5.581614841,537.1519663,293.8541667,39.47852163,-0.516546567,31099,2.73,0.34,19.53,1.82,33.7,0.8,3902.5,205.2,1.16e-06,83.7,15.1,1,0,0.3,0,0,0,2154.438,388.674,25.74,0,7.722,0,0,0,0,2.134012006,-0.175458034,-0.087978312,-0.011023777,-0.248594907
11,9/5/18,12,23.10583333,300,3,low,2.776541428,0.02148773,0.000396655,0.000297,0.22,0.35,0,45.42,4.6e-05,2299.5,3.361633414,0.00117,6.266251332,307.5717383,296.2558333,39.15847983,-0.19650477,49056,3.31,1.23,22.11,2.31,51.3,0.8,5661.29,286.2,2.07e-06,71.1,26,1.8,0.8,0.2,0.2,0,0,17162.118,6275.88,434.484,193.104,48.276,48.276,0,0,4827.6,1.497849725,-0.012926106,-0.016410134,-0.254072173,-0.69821333
12,9/5/18,12,21.79632576,200,3,low,2.730397471,0.023768267,8.11e-05,0.0002926,1.63,0.86,0,36.58,3.91e-05,1953.5,3.290813416,0.0057,7.849713758,394.6438257,294.9463258,39.3323363,-0.370361236,99983,3.98,1.18,19.03,1.96,56,0.8,3608.17,230.1,3.6e-06,57.7,40,1.7,0,0.4,0.1,0,0,11227.843,7783.6,330.803,0,77.836,19.459,0,0,1945.9,4.052860056,0.115665345,-0.128694026,-0.516336246,-0.297177598
13,9/5/18,12,22.41590278,300,4,none,2.725651869,0.015794106,NA,0.0002856,1.76,0.71,0,31.44,3.39e-05,1695.5,3.229297794,9e-04,6.003887067,394.6438257,295.5659028,39.24988629,-0.287911226,74361,4.49,1.12,20.84,2.31,93.4,0.8,4741.87,349.1,5.17e-06,49.4,46.3,3,0.4,0.6,0.2,0,0,8261.656,7743.212,501.72,66.896,100.344,33.448,0,0,3344.8,0.608810977,0.198695511,-0.045804931,-0.557197531,-0.563898603
14,9/5/18,12,18.74986111,0,4,none,2.348610327,0.013473222,0.000111545,0.0002408,0.31,1.43,0,12.78,1.45e-05,726,2.860936621,0.00011,3.90197267,618.5851895,291.8998611,39.7428352,-0.780860137,25325,3.48,1.27,15.23,1.48,21,0.8,1849.86,114.9,2.4e-06,93.2,5.9,0.6,0.3,0,0,0,0,6368.356,403.147,40.998,20.499,0,0,0,0,0,1.343962885,-0.336405842,-0.108274718,0.101216688,-0.538633078
15,9/5/18,12,21.43444444,200,4,none,2.770063273,0.013352371,0.00036426,NA,0,1.48,0,64.58,6.61e-05,3303,3.518908574,0.00066,5.693732139,455.7187431,294.5844444,39.38065398,-0.418678919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.51972091,NA,NA,0.059963503,-0.498418553
16,9/5/18,12,20.23208333,100,4,none,NA,0.012490575,0.00041572,0.0001376,0,0.36,10.22,30.49,4.11e-05,2053.5,3.312494707,0.00036,5.087596335,567.689425,293.3820833,39.54204682,-0.580071756,21594,3.49,0.86,20.54,2.32,56.9,0.8,4540.29,351,2.43e-06,78.3,19.6,1.1,0.4,0.7,0,0,0,16300.494,4080.328,228.998,83.272,145.726,0,0,0,0,0.429309429,-0.099920937,-0.02975129,0.143888941,-0.139511994
17,9/5/18,12,19.47333333,0,5,low,2.420513578,0.016484001,0.000130519,0.0001952,3.52,0.15,0,36.61,4.03e-05,2014,3.304059466,0.00049,5.395897695,712.5372667,292.6233333,39.64457633,-0.68260127,9845,3.97,1.14,14.28,3.5,63.8,0.8,1526.2,181.1,3.57e-06,65.9,29.4,3.2,1.6,0,0,0,0,12820.845,5719.77,622.56,311.28,0,0,0,0,0,0.813092425,0.06302637,-0.013364367,0.151884954,-0.475044394
18,9/5/18,12,20.41347222,100,5,low,2.363919304,0.020922725,6.1e-05,0.0001554,0.57,0,1.89,18.61,2.11e-05,1053.5,3.02263454,0.00044,5.288267031,557.5102721,293.5634722,39.51761432,-0.555639262,27184,3.91,1.36,23.36,2.73,69.5,0.8,6678,468.5,3.41e-06,83.9,13.5,1.4,0.6,0.3,0.3,0,0,9010.021,1449.765,150.346,64.434,32.217,32.217,0,0,3221.7,0.647742708,-0.171188809,0.000241704,0.025623089,-0.347088198
19,9/5/18,12,22.61680556,300,5,low,2.625245535,0.015136158,0.000392764,0.0003334,0,0,2.49,28.1,3.06e-05,1529.5,3.184549481,0.00132,6.386879319,404.8229786,295.7668056,39.22322538,-0.261250319,118153,3.89,1.33,20.95,2.16,76.4,0.8,4813.1,322.3,3.36e-06,63.8,34,0.9,0.2,0.6,0.2,0,0,10239.9,5457,144.45,32.1,96.3,32.1,0,0,3210,1.321986595,0.050960759,-0.086359038,-0.491850425,-0.448880884
20,9/5/18,12,21.63020833,200,5,low,2.6467349,0.022916033,8.25e-05,0.0004274,0.76,0.7,0,9.21,1.07e-05,533.5,2.727134424,0.00014,4.143134726,375.9210134,294.7802083,39.35450124,-0.39252618,35794,4.21,1.74,23.16,6.78,97.5,0.8,6507,465.8,4.26e-06,70.8,25.7,2.2,0.7,1.3,0.2,0,0,3479.82,1263.155,108.13,34.405,63.895,9.83,0,0,983,1.642017965,-0.005989682,0.025325541,0.001907776,-0.631531704
21,9/5/18,12,20.854375,100,6,high,2.546727793,0.019003659,0.000249136,0.0001594,0,1.4,0,25.45,2.69e-05,1342.5,3.127914294,0.00057,5.547128665,445.5395902,294.004375,39.45835185,-0.49637679,46220,4.29,1.57,19.57,1.88,50.3,0.8,3922.4,208.5,4.51e-06,62,35.6,1.9,0.3,0.2,0,0,0,8408.44,4828.072,257.678,40.686,27.124,0,0,0,0,1.807705201,0.077807708,-0.081790028,-0.239899691,-0.555239448
22,9/5/18,12,22.19208333,200,6,high,2.540750062,0.015808785,0.000319864,0.0001946,0.51,0.55,0,22.37,2.34e-05,1171.5,3.068742293,0.0011,6.204557763,425.1812844,295.3420833,39.27963108,-0.317656015,37100,4.64,2.1,22.67,6.69,109,0.8,6100.9,508.7,5.7e-06,56.9,38.8,2,0.4,1.5,0,0,0,6771.1,4617.2,238,47.6,178.5,0,0,0,0,0.398757137,0.125802615,-0.039425386,NA,NA
23,9/5/18,12,19.61694444,0,6,high,2.459534255,0.02899136,0.000297409,0.0002408,0,0.5,1.1,24.54,2.62e-05,1307,3.116275588,0.00056,5.529429088,628.7643424,292.7669444,39.62512946,-0.663154397,44127,3.36,1.25,21.73,2.16,56.5,0.8,5370.7,323.5,2.16e-06,69.3,28.9,1.1,0.4,0.2,0.2,0,0,9388.071,3915.083,149.017,54.188,27.094,27.094,0,0,2709.4,1.183453644,-0.001126825,-0.064400697,0.062488261,-0.264834577
24,9/5/18,12,23.83263889,300,6,high,2.760544503,0.023176199,0.000474186,0.0001744,0.64,0.33,0,28.16,2.91e-05,1456.5,3.163310489,0.00125,6.332391134,333.2027165,296.9826389,39.06264729,-0.10067223,41050,4.43,2.08,18.83,1.96,54.9,0.8,3497.8,231.5,4.96e-06,59.5,38.7,1,0.4,0.4,0,0,0,8906.555,5793.003,149.69,59.876,59.876,0,0,0,0,0.568316497,0.097006984,-0.098886056,-0.272753411,-0.407642925
25,9/5/18,12,21.94708333,200,7,low,2.644201973,0.039600517,0.000450202,0.0002952,1.14,0,0,33.7,3.48e-05,1742,3.241048151,0.00028,4.836281907,435.3604373,295.0970833,39.31224241,-0.350267349,45535,4.67,1.47,14.88,1.79,64.3,0.8,1724.3,120.1,5.81e-06,43,52.1,3.6,0.7,0.2,0,0,0,7698.29,9327.463,644.508,125.321,35.806,0,0,0,0,1.653814236,0.263405676,-0.068832125,-0.33892442,-1.02736157
26,9/5/18,12,23.38263889,300,7,low,2.857015363,0.02406139,0.001026102,0.0002834,0.64,0.21,0,27.63,2.85e-05,1424,3.153509989,0.00305,7.224389173,256.3097819,296.5326389,39.1219264,-0.159951341,21801,3.64,0.34,23.44,2.57,80.8,0.8,6745.4,502.5,2.75e-06,66,31.5,1.1,0,0.7,0.4,0,0,9691.44,4625.46,161.524,0,102.788,58.736,0,0,5873.6,0.652949655,0.024683071,-0.107748783,-0.129749064,-0.271979906
27,9/5/18,12,21.24541667,100,7,low,NA,0.014409249,5.14e-05,0.000476,2.21,0.32,0,32.14,3.47e-05,1733.5,3.238923846,0.00157,6.560323202,486.2562018,294.3954167,39.40593983,-0.443964765,54498,4.61,1.29,20.76,2.82,124.7,0.6,4688,471.5,5.59e-06,52.1,43,3,0.6,1.2,0,0,0,8901.285,7346.55,512.55,102.51,205.02,0,0,0,0,1.203113647,0.173249181,-0.024100025,-0.396120828,-0.356717873
28,9/5/18,12,20.23506944,0,7,low,2.483106634,0.008366123,0.000220652,0.0001116,3.15,1.28,0,43.5,4.79e-05,2396.5,3.379577433,0.00074,5.80814249,598.2268837,293.3850694,39.54164435,-0.579669292,13752,3.41,0.55,20.84,2.35,63.9,0.8,4737.6,361.1,2.26e-06,66.5,30.1,2.3,0,0.6,0,0,0,15394.75,6968.15,532.45,0,138.9,0,0,0,0,0.45678743,0.030112834,-0.08386346,-0.438992993,-0.614718253
29,9/5/18,12,20.07152778,100,8,high,2.307656208,0.012392952,0.000460219,0.0001424,1.24,1.5,0,27.52,3.03e-05,1513,3.179838928,0.00128,6.356107661,608.4060366,293.2215278,39.56369835,-0.601723288,64160,4.06,0.73,22.12,2.24,77,0.8,5668.85,402.5,3.82e-06,49.1,48.6,0.6,0.1,0.9,0.1,0,0,7201.006,7127.676,87.996,14.666,131.994,14.666,0,0,1466.6,1.553102887,0.206005467,-0.152214613,-0.138730937,-0.420985657
30,9/5/18,12,21.50180556,200,8,high,2.444335473,0.01350149,0.000170141,0.0001746,1.68,0.03,0,38.72,4.04e-05,2021.5,3.305673746,0.00152,6.527957918,476.0770489,294.6518056,39.37165107,-0.409676005,46847,5.17,1.58,21.67,2.57,106.3,0.8,5324.8,338.3,7.89e-06,41.6,48.7,6.9,2.3,0.5,0,0,0,8557.536,10018.077,1419.399,473.133,102.855,0,0,0,0,2.097071663,0.295555961,0.018437136,-0.286648546,-0.524594682
31,9/5/18,12,19.10791667,0,8,high,2.26508058,0.026654536,0.000387096,8.6e-05,0.9,0.16,0,20.91,2.2e-05,1098.5,3.040800061,0.00039,5.167639043,746.584277,292.2579167,39.69414484,-0.732169777,32938,4.16,1.52,21.76,2.77,99,0.8,5391.51,461,4.11e-06,59.6,35.4,2.9,0.7,1.2,0.2,0,0,6623.348,3934.002,322.277,77.791,133.356,22.226,0,0,2222.6,2.156781016,0.10246873,0.008870955,-0.158945535,-0.621046482
32,9/5/18,12,23.01354167,300,8,high,2.645079187,0.008464773,0.000555968,0.000249,0,0.81,0,49.08,4.99e-05,2494.5,3.396983508,0.00064,5.66296048,375.9210134,296.1635417,39.17068255,-0.208707492,33877,5.64,2.44,19.03,4.11,104.6,0.8,3610.8,237.8,1.02e-05,38.1,48,11.1,2.3,0.2,0,0,0,9942.576,12526.08,2896.656,600.208,52.192,0,0,0,0,7.650722111,0.350727163,0.014843716,-0.391351479,-0.407493191
33,9/5/18,12,19.32548611,0,9,none,2.232321212,0.017491528,0.000387139,7.08e-05,1.02,0.13,0.89,7.57,9.6e-06,480.5,2.681693392,0.003,7.207859871,803.3292943,292.4754861,39.66461678,-0.70264172,26395,2.97,0.87,20.84,1.74,32.8,0.8,4737.6,273.8,1.49e-06,87.1,11.7,0,0.6,0.3,0,0,0,3856.788,518.076,0,26.568,13.284,0,0,0,0,0.660066199,-0.273562129,-0.074193023,-0.158990261,-0.239200077
34,9/5/18,12,20.57423611,100,9,none,2.427518773,0.016816712,0.000774348,0.0001398,0,0.63,0,14.38,1.5e-05,750.5,2.875350697,0.00011,3.90197267,618.5851895,293.7242361,39.49598517,-0.534010112,38728,4,1.14,23.86,6.97,92.7,0.8,7108.7,486.2,3.65e-06,68.9,27.1,1.8,0.8,1,0.4,0,0,5276.362,2075.318,137.844,61.264,76.58,30.632,0,0,3063.2,1.336519161,0.004257777,0.023341855,-0.073202513,-0.221750731
35,9/5/18,12,23.14270833,300,9,none,2.490111129,0.014066659,0.000313202,0.0002766,5.44,0.54,0,14.78,2.08e-05,1038,3.016197354,NA,NA,506.0442392,296.2927083,39.15360638,-0.191631316,124686,3.4,0.93,22.43,1.86,82.6,0.8,5908.01,287.9,2.24e-06,78.9,19.7,0.6,0.3,0.3,0.1,0,0,6211.797,1550.981,47.238,23.619,23.619,7.873,0,0,787.3,0.791873877,-0.118753322,-0.057706481,-0.095061245,-0.271238255
36,9/5/18,12,21.87708333,200,9,none,2.499371294,0.027023412,0.00019537,0.0001102,0.62,0.17,0,36.91,3.77e-05,1885,3.275311355,0.00462,7.639642288,486.2562018,295.0270833,39.32156988,-0.359594822,30630,3.72,1.14,13.43,2.28,35.2,0.7,1133,87.7,2.94e-06,75.3,21.2,2.8,0.3,0,0,0,0,14767.836,4157.744,549.136,58.836,0,0,0,0,0,2.186544922,-0.056991833,-0.062966253,0.073371041,-0.421217121
37,9/5/18,12,21.996875,200,10,high,2.585563024,0.028815577,0.000518472,0.0002212,0.28,0.98,0,30.52,3.18e-05,1589,3.201123897,0.00071,5.766757274,445.5395902,295.146875,39.30561038,-0.343635322,39745,4.54,1.45,22.19,7.18,90.8,0.8,5723.4,495.9,5.34e-06,55.5,41.5,1.2,0.6,0.6,0.4,0,0,9014.31,6740.43,194.904,97.452,97.452,64.968,0,0,6496.8,0.448055014,0.141552916,-0.052737896,-0.428867276,-0.75182517
38,9/5/18,12,23.42173611,300,10,high,2.697759209,0.024911934,0.000512772,0.0003748,5.35,1.37,0,17.57,2.43e-05,1214.5,3.084397519,0.00136,6.416732283,358.8336946,296.5717361,39.11676894,-0.154793875,34257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2.995556012,NA,NA,-0.203316725,-0.507979984
39,9/5/18,12,21.13694444,100,10,high,2.615796491,0.023111228,0.00033608,0.0002296,1.38,0.04,0,43.19,4.46e-05,2230.5,3.348402228,0.00429,7.565534316,476.0770489,294.2869444,39.4204646,-0.458489535,34257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.608926632,NA,NA,-0.279451734,-0.483453811
40,9/5/18,12,20.15215278,0,10,high,2.384641543,0.016953432,0.000491466,0.0001614,1.9,0.41,0,17.09,1.94e-05,970,2.986771734,0.00414,7.529943371,567.689425,293.3021528,39.55282279,-0.590847734,34257,4.35,1.88,21.78,6.99,63.7,0.8,5410.8,308.5,4.7e-06,61.4,35.8,2.1,0,0.5,0,0,0,5583.102,3255.294,190.953,0,45.465,0,0,0,0,2.35022849,0.081663996,-0.108390067,-1.106310717,-0.287660277
41,9/5/18,12,19.26048611,0,11,none,2.198352814,0.019727669,6.27e-05,0.000101,0.35,0.56,0,17.3,1.82e-05,910.5,2.95927995,0.00029,4.871373227,669.4809539,292.4104861,39.67343384,-0.711458778,20629,3.55,1.45,19.76,2.28,69.4,0.8,4037.3,411,2.55e-06,75.4,23.1,0.4,0,1.1,0,0,0,6942.078,2126.817,36.828,0,101.277,0,0,0,0,2.693159721,-0.086912223,-0.118937307,-0.345121363,-0.604686486
42,9/5/18,12,20.56152778,100,11,none,2.359839456,0.033126702,0.000205929,0.0003004,0,0.74,0,26.21,2.7e-05,1347.5,3.129528774,0.00135,6.409352175,577.8685779,293.7115278,39.49769409,-0.535719027,26949,3.45,1.48,22.88,2.9,132.9,0.9,6275.54,701.8,2.34e-06,77.3,18.9,1.2,0.3,1.5,0.6,0.3,0,10779.485,2635.605,167.34,41.835,209.175,83.67,41.835,0,12550.5,2.054728495,-0.117126942,0.065064944,0.1072243,-0.669215317
43,9/5/18,12,23.47236111,300,11,none,2.590404116,0.036337421,1e-04,0.0001694,0.45,0.73,0,14.41,1.56e-05,779.5,2.89181612,7e-04,5.752572639,367.377354,296.6223611,39.11009282,-0.148117755,3902,3.85,1.15,18.14,3.58,106.7,0.8,3127.46,463.6,3.26e-06,86,8,2,2,2,0,0,0,6602.22,614.16,153.54,153.54,153.54,0,0,0,0,0.468921844,-0.223824383,0.101222638,0.296551369,-0.610219632
